household_id,gender_household_head,age_household_head,caste_household,education_level_household_head,income_level_household,size_household,is_bank_account_present_in_household
1060701,Male,34.0,Brahman-Hill,Class 8,Rs. 10 thousand,8.0,1.0
1060801,Female,41.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,5.0,0.0
1060901,Male,43.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,5.0,0.0
1061001,Male,48.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,6.0,1.0
1061101,Male,52.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,4.0,0.0
1061201,Male,45.0,Brahman-Hill,Masters or equivalent,Rs. 30-50 thousand,4.0,1.0
1061301,Female,33.0,Chhetree,Non-formal education,Rs. 10 thousand,5.0,0.0
1061401,Male,52.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,6.0,1.0
1061501,Male,48.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,4.0,0.0
1061601,Male,39.0,Brahman-Hill,Class 10,Rs. 10 thousand,6.0,0.0
1061701,Female,35.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
1061801,Male,64.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
1061802,Female,23.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,3.0,0.0
1061901,Male,47.0,Brahman-Hill,Class 9,Rs. 10 thousand,6.0,1.0
1062001,Male,76.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,6.0,1.0
1062101,Male,49.0,Chhetree,Class 7,Rs. 10 thousand,5.0,1.0
1062201,Male,42.0,Brahman-Hill,Class 8,Rs. 10 thousand,6.0,0.0
1062301,Male,70.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,8.0,0.0
1062401,Male,52.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,11.0,0.0
1062501,Male,63.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,11.0,0.0
1062601,Female,86.0,Brahman-Hill,Illiterate,Rs. 10 thousand,11.0,1.0
1062701,Male,28.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,4.0,0.0
1062801,Female,47.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,4.0,1.0
1062901,Female,47.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1063001,Male,33.0,Lohar,Class 10,Rs. 20-30 thousand,5.0,0.0
1063101,Male,57.0,Brahman-Hill,Class 5,Rs. 10 thousand,3.0,0.0
1063201,Male,47.0,Tamang,Class 3,Rs. 10 thousand,4.0,0.0
1063301,Male,53.0,Rai,Non-formal education,Rs. 10 thousand,6.0,0.0
1063401,Female,37.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,4.0,1.0
1063501,Male,58.0,Brahman-Hill,Class 9,Rs. 10 thousand,5.0,0.0
1063601,Male,45.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,7.0,0.0
1063701,Female,76.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
1063801,Male,66.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,9.0,1.0
1063901,Male,51.0,Magar,Class 7,Rs. 10 thousand,10.0,0.0
1064001,Male,54.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,5.0,0.0
1064101,Female,54.0,Magar,Non-formal education,Rs. 10 thousand,10.0,0.0
1064201,Male,52.0,Brahman-Hill,Class 8,Rs. 10 thousand,6.0,1.0
1064301,Male,43.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,6.0,0.0
1064401,Male,37.0,Brahman-Hill,Masters or equivalent,Rs. 10-20 thousand,4.0,0.0
1064501,Male,61.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,5.0,1.0
1064601,Male,32.0,Brahman-Hill,Intermediate or equivalent,Rs. 10 thousand,4.0,0.0
1064701,Male,30.0,Brahman-Hill,Intermediate or equivalent,Rs. 10 thousand,5.0,0.0
1064801,Male,82.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,2.0,0.0
1064901,Male,43.0,Gharti/Bhujel,Class 8,Rs. 10 thousand,4.0,1.0
1065001,Female,38.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,3.0,0.0
1065101,Male,48.0,Brahman-Hill,Class 10,Rs. 10 thousand,5.0,0.0
1065201,Male,52.0,Brahman-Hill,Class 7,Rs. 10 thousand,5.0,0.0
1065301,Male,29.0,Gharti/Bhujel,Intermediate or equivalent,Rs. 10 thousand,12.0,0.0
1065401,Male,86.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,19.0,0.0
1065501,Female,49.0,Brahman-Hill,Class 5,Rs. 10 thousand,1.0,0.0
1065601,Male,74.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
1065701,Male,32.0,Brahman-Hill,Class 4,Rs. 10 thousand,5.0,0.0
1065801,Female,41.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,4.0,0.0
1065901,Male,45.0,Brahman-Hill,Class 7,Rs. 10 thousand,6.0,1.0
1066001,Male,40.0,Brahman-Hill,Class 10,Rs. 10 thousand,4.0,0.0
1066101,Male,46.0,Brahman-Hill,Class 8,Rs. 10 thousand,4.0,0.0
1066201,Male,50.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,6.0,1.0
1066301,Male,59.0,Chhetree,Non-formal education,Rs. 10 thousand,8.0,0.0
1066401,Female,52.0,Chhetree,Non-formal education,Rs. 10 thousand,2.0,0.0
1066501,Female,67.0,Chhetree,Illiterate,Rs. 10 thousand,3.0,0.0
1066601,Male,64.0,Chhetree,Class 10,Rs. 10 thousand,7.0,0.0
1066701,Female,76.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
1066801,Female,56.0,Chhetree,Non-formal education,Rs. 10 thousand,6.0,0.0
1066901,Male,39.0,Kami,Class 7,Rs. 10 thousand,6.0,0.0
1067001,Male,30.0,Kami,Class 4,Rs. 10 thousand,6.0,0.0
1067101,Male,62.0,Kami,Non-formal education,Rs. 10 thousand,2.0,0.0
1067201,Female,51.0,Kami,Non-formal education,Rs. 10 thousand,5.0,0.0
1067301,Female,57.0,Chhetree,Illiterate,Rs. 10 thousand,7.0,1.0
1067401,Male,71.0,Chhetree,Non-formal education,Rs. 30-50 thousand,9.0,0.0
1067501,Male,65.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,6.0,0.0
1067601,Male,34.0,Kami,Class 5,Rs. 10 thousand,5.0,0.0
1067701,Male,42.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,4.0,0.0
1067801,Female,28.0,Damai/Dholi,Intermediate or equivalent,Rs. 30-50 thousand,5.0,1.0
1067802,Female,77.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
1067901,Male,47.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,8.0,0.0
1068001,Male,62.0,Brahman-Hill,Class 4,Rs. 10-20 thousand,6.0,1.0
1068101,Female,33.0,Chhetree,Class 4,Rs. 10 thousand,6.0,0.0
1068201,Female,35.0,Chhetree,Non-formal education,Rs. 10-20 thousand,4.0,1.0
1068301,Male,44.0,Damai/Dholi,Non-formal education,Rs. 10-20 thousand,5.0,0.0
1068401,Female,61.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
1068402,Female,37.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,5.0,0.0
1068501,Male,49.0,Damai/Dholi,Class 3,Rs. 10 thousand,6.0,0.0
1068601,Female,72.0,Chhetree,Illiterate,Rs. 10-20 thousand,6.0,0.0
1068701,Male,56.0,Chhetree,Non-formal education,Rs. 10 thousand,3.0,0.0
1068801,Male,45.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,6.0,0.0
1068901,Male,53.0,Rai,Non-formal education,Rs. 10-20 thousand,5.0,0.0
1069001,Male,36.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,6.0,0.0
1069101,Male,34.0,Brahman-Hill,Class 3,Rs. 10 thousand,5.0,0.0
1069201,Male,30.0,Brahman-Hill,Class 5,Rs. 10 thousand,3.0,1.0
1069301,Male,66.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,2.0,1.0
1069401,Male,39.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,8.0,0.0
1069501,Female,48.0,Damai/Dholi,Non-formal education,Rs. 10-20 thousand,8.0,0.0
1069601,Female,91.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
1069701,Female,41.0,Damai/Dholi,Class 3,Rs. 20-30 thousand,6.0,0.0
1069801,Male,49.0,Damai/Dholi,Class 3,Rs. 10 thousand,5.0,1.0
1069901,Male,32.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,3.0,0.0
1070001,Male,57.0,Brahman-Hill,Class 5,Rs. 20-30 thousand,4.0,0.0
1070101,Male,77.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
1070201,Female,50.0,Rai,Non-formal education,Rs. 10 thousand,3.0,0.0
1070301,Male,75.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
1070401,Male,41.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,1.0
1070501,Male,74.0,Tamang,Non-formal education,Rs. 10 thousand,7.0,1.0
1070601,Male,42.0,Tamang,Illiterate,Rs. 10 thousand,8.0,0.0
1070701,Male,52.0,Magar,Illiterate,Rs. 20-30 thousand,13.0,0.0
1070801,Male,53.0,Chhetree,Class 10,Rs. 10-20 thousand,4.0,1.0
1070901,Female,81.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
1071001,Male,71.0,Rai,Illiterate,Rs. 10-20 thousand,10.0,0.0
1071101,Male,54.0,Chhetree,Class 7,Rs. 50 thousand or more,7.0,1.0
1071201,Male,43.0,Damai/Dholi,Class 2,Rs. 20-30 thousand,7.0,1.0
1071301,Male,76.0,Tamang,Illiterate,Rs. 10-20 thousand,9.0,0.0
1071401,Male,37.0,Tamang,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
1071501,Male,48.0,Damai/Dholi,Non-formal education,Rs. 10-20 thousand,10.0,0.0
1071601,Female,60.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
1071602,Female,29.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
1071701,Male,46.0,Tamang,Class 5,Rs. 10 thousand,5.0,0.0
1071801,Male,44.0,Tamang,Class 8,Rs. 10 thousand,5.0,0.0
1071901,Male,81.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
1072001,Female,38.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
1072101,Male,55.0,Rai,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
1072201,Male,21.0,Rai,Class 7,Rs. 10 thousand,4.0,0.0
1072301,Female,49.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
1072302,Male,28.0,Damai/Dholi,Class 5,Rs. 10 thousand,6.0,0.0
1072401,Female,26.0,Damai/Dholi,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
1072402,Male,21.0,Damai/Dholi,Class 5,Rs. 10 thousand,3.0,0.0
1072501,Male,31.0,Damai/Dholi,Class 3,Rs. 10 thousand,5.0,0.0
1072601,Male,44.0,Tamang,Illiterate,Rs. 10 thousand,8.0,0.0
1072701,Male,31.0,Kami,Non-formal education,Rs. 10 thousand,3.0,0.0
1072801,Male,28.0,Chhetree,Class 7,Rs. 10-20 thousand,4.0,0.0
1072802,Female,84.0,Chhetree,Illiterate,Rs. 10 thousand,2.0,0.0
1072901,Male,30.0,Chhetree,Class 4,Rs. 10-20 thousand,5.0,0.0
1073001,Male,71.0,Rai,Illiterate,Rs. 10 thousand,7.0,0.0
1073101,Male,53.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,4.0,1.0
1073201,Male,46.0,Rai,Non-formal education,Rs. 10 thousand,7.0,0.0
1073301,Female,87.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
1073401,Male,41.0,Rai,Class 5,Rs. 10 thousand,5.0,0.0
1073501,Male,60.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,9.0,0.0
1073601,Male,57.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
1073701,Male,64.0,Damai/Dholi,Illiterate,Rs. 50 thousand or more,20.0,0.0
1073801,Male,72.0,Damai/Dholi,Illiterate,Rs. 10 thousand,4.0,0.0
1073901,Male,19.0,Damai/Dholi,Class 7,Rs. 10 thousand,5.0,0.0
1074001,Male,25.0,Damai/Dholi,Class 8,Rs. 10-20 thousand,3.0,0.0
1074002,Male,49.0,Damai/Dholi,Class 4,Rs. 10-20 thousand,8.0,0.0
1074101,Female,53.0,Rai,Illiterate,Rs. 10 thousand,2.0,0.0
1074201,Male,65.0,Rai,Non-formal education,Rs. 50 thousand or more,7.0,0.0
1074301,Male,51.0,Damai/Dholi,Class 2,Rs. 10-20 thousand,4.0,0.0
1074401,Male,72.0,Damai/Dholi,Illiterate,Rs. 10 thousand,7.0,1.0
1074501,Female,38.0,Tamang,Non-formal education,Rs. 20-30 thousand,5.0,1.0
1074601,Female,58.0,Rai,Illiterate,Rs. 10 thousand,4.0,0.0
1074701,Male,39.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,4.0,0.0
1074801,Male,44.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,6.0,0.0
1074901,Female,31.0,Tamang,Class 3,Rs. 20-30 thousand,4.0,0.0
1075001,Male,27.0,Tamang,Class 3,Rs. 10 thousand,5.0,0.0
1075101,Male,61.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
1075201,Female,65.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1075301,Female,35.0,Tamang,Class 8,Rs. 50 thousand or more,5.0,1.0
1075401,Male,60.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
1075501,Female,35.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,0.0
1075601,Female,66.0,Tamang,Illiterate,Rs. 10 thousand,13.0,0.0
1075701,Male,49.0,Tamang,Illiterate,Rs. 10 thousand,8.0,0.0
1075801,Male,52.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1075901,Male,56.0,Sunuwar,Non-formal education,Rs. 10 thousand,8.0,0.0
1076001,Male,27.0,Sunuwar,Class 10,Rs. 10 thousand,5.0,0.0
1076101,Male,50.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
1076201,Male,27.0,Tamang,Class 5,Rs. 10 thousand,5.0,0.0
1076301,Female,54.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1076401,Male,23.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
1076501,Male,58.0,Tamang,Non-formal education,Rs. 10 thousand,6.0,0.0
1076601,Female,85.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1076701,Male,48.0,Tamang,Class 3,Rs. 30-50 thousand,4.0,0.0
1076801,Male,42.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
1076901,Male,45.0,Tamang,Illiterate,Rs. 10 thousand,7.0,0.0
1077001,Female,60.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1077101,Male,64.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
1077201,Female,58.0,Tamang,Illiterate,Rs. 10 thousand,10.0,0.0
1077301,Female,55.0,Sunuwar,Illiterate,Rs. 10 thousand,5.0,0.0
1077401,Male,52.0,Tamang,Non-formal education,Rs. 10 thousand,12.0,0.0
1077501,Male,37.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
1077601,Female,56.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
1077701,Male,66.0,Tamang,Non-formal education,Rs. 10 thousand,8.0,0.0
1077801,Female,54.0,Tamang,Non-formal education,Rs. 10 thousand,12.0,0.0
1077901,Male,60.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
1078001,Male,30.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
1078101,Female,53.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1078201,Male,88.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
1078301,Male,30.0,Tamang,Class 3,Rs. 10 thousand,4.0,0.0
1078401,Female,66.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1078501,Female,23.0,Tamang,Class 5,Rs. 10 thousand,4.0,0.0
1078601,Male,22.0,Tamang,Class 8,Rs. 10 thousand,3.0,0.0
1078701,Female,21.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
1078801,Female,46.0,Tamang,Illiterate,Rs. 10 thousand,9.0,0.0
1078901,Male,58.0,Tamang,Illiterate,Rs. 10 thousand,9.0,0.0
1079001,Male,28.0,Tamang,Class 6,Rs. 10 thousand,3.0,0.0
1079101,Male,28.0,Tamang,Class 5,Rs. 10 thousand,3.0,0.0
1079201,Male,22.0,Tamang,Class 8,Rs. 10 thousand,3.0,0.0
1079301,Male,32.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1079401,Female,21.0,Tamang,Class 7,Rs. 10 thousand,3.0,0.0
1079501,Female,34.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,1.0
1079601,Male,40.0,Tamang,Non-formal education,Rs. 10 thousand,7.0,0.0
1079701,Female,96.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
1079801,Female,22.0,Tamang,Class 5,Rs. 10 thousand,3.0,0.0
1079901,Male,22.0,Tamang,Class 8,Rs. 10 thousand,3.0,0.0
1080001,Male,36.0,Tamang,Class 3,Rs. 10 thousand,5.0,0.0
1080101,Male,82.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
1080201,Male,50.0,Tamang,Illiterate,Rs. 10 thousand,5.0,1.0
1080301,Male,32.0,Tamang,Class 3,Rs. 10 thousand,5.0,0.0
1080401,Male,63.0,Tamang,Illiterate,Rs. 10 thousand,8.0,0.0
1080501,Female,28.0,Tamang,Non-formal education,Rs. 10 thousand,3.0,0.0
1080601,Male,56.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1080701,Male,51.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
1080801,Male,61.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
1080901,Male,27.0,Tamang,Class 3,Rs. 10 thousand,4.0,0.0
1081001,Male,35.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1081101,Male,33.0,Tamang,Class 3,Rs. 10-20 thousand,5.0,0.0
1081201,Male,39.0,Tamang,Class 3,Rs. 10-20 thousand,7.0,0.0
1081301,Male,60.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
1081401,Female,16.0,Tamang,Class 5,Rs. 10-20 thousand,3.0,0.0
1081501,Male,39.0,Tamang,Class 2,Rs. 10 thousand,9.0,0.0
1081601,Male,32.0,Sunuwar,Non-formal education,Rs. 10 thousand,5.0,0.0
1081701,Female,62.0,Sunuwar,Illiterate,Rs. 10-20 thousand,5.0,0.0
1081801,Male,79.0,Sunuwar,Illiterate,Rs. 10 thousand,12.0,0.0
1081901,Male,68.0,Tamang,Illiterate,Rs. 10 thousand,10.0,0.0
1082001,Male,31.0,Tamang,Class 3,Rs. 10 thousand,5.0,0.0
1082101,Female,76.0,Sunuwar,Illiterate,Rs. 10 thousand,1.0,0.0
1082201,Female,25.0,Tamang,Class 5,Rs. 10 thousand,4.0,0.0
1082301,Male,29.0,Tamang,Class 6,Rs. 10 thousand,5.0,0.0
1082401,Male,35.0,Tamang,Non-formal education,Rs. 10 thousand,13.0,0.0
1082501,Male,59.0,Sunuwar,Illiterate,Rs. 10-20 thousand,6.0,0.0
1082601,Male,56.0,Sunuwar,Non-formal education,Rs. 10-20 thousand,11.0,0.0
1082701,Female,70.0,Sunuwar,Illiterate,Rs. 50 thousand or more,7.0,0.0
1082801,Female,81.0,Sunuwar,Illiterate,Rs. 10 thousand,1.0,0.0
1082901,Male,50.0,Sunuwar,Class 5,Rs. 10-20 thousand,6.0,0.0
1083001,Male,46.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
1083101,Male,47.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
1083201,Male,24.0,Tamang,Class 8,Rs. 10-20 thousand,2.0,0.0
1083301,Female,40.0,Sunuwar,Illiterate,Rs. 10 thousand,2.0,0.0
1083401,Male,54.0,Sunuwar,Non-formal education,Rs. 10 thousand,10.0,0.0
1083501,Male,51.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
1083601,Male,46.0,Sunuwar,Illiterate,Rs. 10-20 thousand,9.0,0.0
1083701,Male,57.0,Sunuwar,Non-formal education,Rs. 10 thousand,2.0,0.0
1083801,Female,58.0,Sunuwar,Illiterate,Rs. 10 thousand,1.0,0.0
1083901,Male,30.0,Sunuwar,Illiterate,Rs. 10 thousand,3.0,0.0
1084001,Male,79.0,Sunuwar,Illiterate,Rs. 10 thousand,5.0,0.0
1084101,Male,54.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1084201,Male,27.0,Tamang,Intermediate or equivalent,Rs. 10 thousand,3.0,0.0
1084301,Female,27.0,Tamang,Class 5,Rs. 10 thousand,4.0,0.0
1084401,Male,36.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
1084501,Female,50.0,Tamang,Non-formal education,Rs. 10 thousand,9.0,0.0
1084502,Male,28.0,Tamang,Class 7,Rs. 10-20 thousand,3.0,0.0
1084601,Male,40.0,Sunuwar,Class 8,Rs. 10-20 thousand,9.0,0.0
1084701,Male,25.0,Tamang,Class 6,Rs. 10 thousand,4.0,0.0
1084801,Male,31.0,Sunuwar,Class 7,Rs. 10 thousand,6.0,0.0
1084901,Female,62.0,Sunuwar,Illiterate,Rs. 10 thousand,3.0,0.0
1085001,Male,24.0,Sunuwar,Class 10,Rs. 10 thousand,3.0,0.0
1085101,Male,24.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
1085201,Male,61.0,Sunuwar,Illiterate,Rs. 10 thousand,7.0,0.0
1085301,Male,33.0,Sunuwar,Class 7,Rs. 10-20 thousand,6.0,0.0
1085401,Male,48.0,Sunuwar,Class 3,Rs. 10-20 thousand,5.0,0.0
1085501,Male,46.0,Sunuwar,Non-formal education,Rs. 10 thousand,3.0,0.0
1085601,Male,52.0,Sunuwar,Class 6,Rs. 10 thousand,13.0,0.0
1085701,Male,71.0,Kami,Non-formal education,Rs. 10 thousand,2.0,0.0
1085801,Female,31.0,Tamang,Non-formal education,Rs. 10 thousand,6.0,0.0
1085901,Female,73.0,Sunuwar,Illiterate,Rs. 10 thousand,6.0,0.0
1086001,Male,36.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,7.0,0.0
1086101,Female,54.0,Sunuwar,Non-formal education,Rs. 10-20 thousand,4.0,0.0
1086102,Male,31.0,Sunuwar,Class 8,Rs. 10 thousand,4.0,0.0
1086201,Male,45.0,Sunuwar,Class 7,Rs. 10-20 thousand,5.0,0.0
1086301,Female,57.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
1086401,Female,54.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
1086501,Male,36.0,Tamang,Class 8,Rs. 10 thousand,5.0,0.0
1086601,Female,68.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
1086701,Female,45.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
1086801,Male,52.0,Sunuwar,Illiterate,Rs. 10-20 thousand,9.0,0.0
1086901,Male,32.0,Tamang,Class 2,Rs. 10-20 thousand,3.0,0.0
1087001,Male,27.0,Sunuwar,SLC or equivalent,Rs. 10 thousand,8.0,0.0
1087101,Male,49.0,Sunuwar,Class 7,Rs. 10-20 thousand,7.0,0.0
1087201,Male,71.0,Sunuwar,Illiterate,Rs. 10 thousand,6.0,0.0
1087301,Male,36.0,Sunuwar,Class 7,Rs. 10 thousand,7.0,0.0
1087401,Male,47.0,Sunuwar,Non-formal education,Rs. 10 thousand,5.0,0.0
1087501,Male,64.0,Sunuwar,Non-formal education,Rs. 10 thousand,2.0,0.0
1087601,Female,35.0,Kami,Non-formal education,Rs. 10-20 thousand,6.0,0.0
1087701,Male,62.0,Tamang,Non-formal education,Rs. 10 thousand,3.0,0.0
1087801,Male,20.0,Tamang,Class 3,Rs. 10 thousand,3.0,0.0
1087901,Female,33.0,Tamang,Illiterate,Rs. 10 thousand,6.0,0.0
1088001,Male,31.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
1088101,Male,35.0,Sunuwar,SLC or equivalent,Rs. 10 thousand,4.0,1.0
1088201,Male,45.0,Sunuwar,SLC or equivalent,Rs. 20-30 thousand,5.0,0.0
1088301,Male,46.0,Sunuwar,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
1088401,Male,34.0,Sunuwar,Class 10,Rs. 10-20 thousand,1.0,0.0
1088501,Male,50.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,5.0,0.0
1088601,Male,70.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,10.0,0.0
1088701,Male,40.0,Sunuwar,Class 5,Rs. 10 thousand,4.0,0.0
1088801,Female,60.0,Sunuwar,Illiterate,Rs. 50 thousand or more,10.0,1.0
1088901,Male,75.0,Sunuwar,Non-formal education,Rs. 10 thousand,2.0,0.0
1089001,Male,48.0,Sunuwar,Class 3,Rs. 10 thousand,4.0,0.0
1089101,Female,63.0,Sunuwar,Illiterate,Rs. 10 thousand,9.0,0.0
1089201,Male,33.0,Tamang,Non-formal education,Rs. 10 thousand,7.0,0.0
1089301,Male,57.0,Sunuwar,Non-formal education,Rs. 10 thousand,7.0,0.0
1089401,Male,30.0,Brahman-Hill,Bachelors or equivalent,Rs. 50 thousand or more,3.0,1.0
1089501,Female,54.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,3.0,1.0
1089601,Male,34.0,Sunuwar,Bachelors or equivalent,Rs. 10-20 thousand,16.0,1.0
1089701,Male,53.0,Sunuwar,Class 8,Rs. 10-20 thousand,3.0,0.0
1089801,Male,60.0,Sunuwar,Non-formal education,Rs. 10 thousand,11.0,0.0
1089901,Male,58.0,Sunuwar,Non-formal education,Rs. 10 thousand,4.0,0.0
1090001,Female,35.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,8.0,0.0
1090101,Male,68.0,Sunuwar,Non-formal education,Rs. 10 thousand,8.0,0.0
1090201,Male,74.0,Sunuwar,Illiterate,Rs. 10 thousand,5.0,0.0
1090301,Male,46.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,5.0,0.0
1090401,Male,51.0,Tamang,Non-formal education,Rs. 10-20 thousand,12.0,0.0
1090501,Male,38.0,Chhetree,Class 10,Rs. 10-20 thousand,6.0,0.0
1090601,Male,44.0,Chhetree,Class 7,Rs. 10 thousand,4.0,0.0
1090701,Male,26.0,Tamang,Class 6,Rs. 10 thousand,3.0,0.0
1090801,Male,56.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,14.0,0.0
1090901,Male,52.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,8.0,1.0
1091001,Male,51.0,Sunuwar,Non-formal education,Rs. 10-20 thousand,5.0,0.0
1091101,Female,59.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,5.0,0.0
1091201,Male,59.0,Gharti/Bhujel,Illiterate,Rs. 10 thousand,11.0,0.0
1091301,Male,46.0,Sunuwar,SLC or equivalent,Rs. 10 thousand,5.0,0.0
1091401,Female,84.0,Sunuwar,Illiterate,Rs. 10 thousand,4.0,0.0
1091501,Male,42.0,Sunuwar,Class 5,Rs. 10-20 thousand,6.0,1.0
1091601,Male,55.0,Sunuwar,Illiterate,Rs. 10 thousand,6.0,0.0
